"Comment","Author","PublishedAt","LikeCount"
"2.18 Türkiye 🇹🇷","@ozlemkeskin8896","2024-07-27T06:11:46Z","0"
"Чудове відкриття!це було супер!<br>СЛАВА УКРАЇНІ!!!","@user-ok1jo8hc3u","2024-07-27T06:11:33Z","1"
"France🇫🇷✨❤️ Many, many thanks for this amazing performance❣️🇬🇪","@irinasoltishi7454","2024-07-27T06:10:55Z","2"
"2024 LGBTQ+ Olympics Opening Ceremony LIVE","@HaklisinTabi","2024-07-27T06:10:11Z","17"
"Ukraine: <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8343"">02:19:03</a>","@DimaChernogod","2024-07-27T06:08:19Z","1"
"Celine was fantastic 😊 I know they put a super effort on this,.. Bad I think that was the werst ceremony start for olymbics games since 1982 I am watching 😢","@steliosioannou2800","2024-07-27T06:08:01Z","13"
"🪆 for those who knows 😉","@dannyferrando9533","2024-07-27T06:06:32Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=4734"">1:18:54</a> Hungary 🇭🇺","@bonanzalabel","2024-07-27T06:06:07Z","36"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=3335"">55:35</a> WTF?","@qhardyq","2024-07-27T06:04:30Z","27"
"Good luck all. Respect from Hungary","@peterpecsenye9792","2024-07-27T06:03:40Z","6"
"Wolność, równość, braterstwo albo śmierć. 😠👎","@marissia4391","2024-07-27T06:03:36Z","0"
"Whyy just whyy😂 you put gays,trans and etc in olympics to dance or sing or act or participate😂😂😂incredible this woke infested the only thing that should not be infested","@Mtvbella","2024-07-27T06:03:31Z","1"
"‏‪<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7992"">2:13:12</a>‬‏ 🇸🇾🇸🇾🇸🇾🇸🇾🇸🇾","@user-ge5sf6fv4l","2024-07-27T06:02:58Z","1"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=5188"">1:26:28</a> the best reply from minions to the commentary voices. Haha. 💪","@eminbugrasaral","2024-07-27T06:02:18Z","0"
"Gay club🤦‍♂️","@martinmo976","2024-07-27T06:01:01Z","9"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=1220"">20:20</a>  🇦🇿 Azerbaijan","@fhblakrok","2024-07-27T05:59:34Z","95"
"Name of song, on <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9420"">2:37:00</a>?","@82stankovic","2024-07-27T05:59:34Z","1"
"Ceremonia olimpica transformata in parada LGBT, se confisca totul pas cu pas , chiar si Jocurile Olimpice . Asta era marea si nemaivazuta    ceremonie pregatita de Franta ? Indeplinirea agendei LGBT . Trebuia sa va tune, fulgere si sa va trasneasca, nu numai sa va plouă. Satanelor !","@corneliaballa4494","2024-07-27T05:56:30Z","2"
"Georgia , good like 🇬🇪🇬🇪🇬🇪🇬🇪","@verakabo3378","2024-07-27T05:55:59Z","0"
"Hnus,hnus a hnus.","@nikanika6582","2024-07-27T05:55:39Z","1"
"Merci pour le spectacle! Les Jeux olympiques sont une ode à la santé et à la vie! ❤","@mon_jazz","2024-07-27T05:55:23Z","5"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8267"">2:17:47</a> Türkiye 🇹🇷","@tarekkaraca4782","2024-07-27T05:54:18Z","6"
"🇹🇷🇹🇷","@Kizilotka","2024-07-27T05:53:12Z","0"
"The best athletes from Russia and China were not accepted into the Olympic Games; the Europeans are ashamed and disgraceful. All these athletes are stuffed with doping and drugs, shame","@avyfroyman1","2024-07-27T05:52:58Z","2"
"Wow. This was like one of the best things I&#39;ve ever watched!","@l_u_c_k_i_s","2024-07-27T05:43:43Z","9"
"Gojira 🤘🔥 <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=2857"">47:37</a>","@szymonw.4044","2024-07-27T05:43:38Z","0"
"Part of the show vomited mockery of God 😢<br>Paris, you have been warned","@saviastia","2024-07-27T05:42:24Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=10620"">2:57:00</a>","@l_u_c_k_i_s","2024-07-27T05:42:00Z","0"
"satnaic but not as bad os london olympic ceremony","@raivons","2024-07-27T05:41:56Z","2"
"I cried my eyes out when I saw Celion Dion!!!","@216danda","2024-07-27T05:41:53Z","8"
"Who was the secret guy?","@MuradHuseynovfizika","2024-07-27T05:41:29Z","0"
"Worst Olympic Opening Ever","","2024-07-27T05:41:15Z","2"
"The most chaotic opening ever…","@qurbankerimli7811","2024-07-27T05:41:00Z","8"
"Worst opening ceremony ever<br><br>How dare you mock Jesus?","@guend7309","2024-07-27T05:39:59Z","5"
"This ceremony just seemed unnecessarily drawn out. Every segment went through. Oh wow, cool, well...., how much longer.... Geeze are they STILL doing that?! Oh finally it&#39;s over.<br>I liked Celine and the Eiffel Tower laser show, that&#39;s about it.<br><br>I understand that they wanted to be different. And they were. But for me it was underwhelming.","@MissySimpleM","2024-07-27T05:39:28Z","13"
"I want people all around the world to make events like that, everyone united and happy, please stop make wars and kill children. My heart is bleeding… happy we have Olympic Games but in the other side of world wars are keep going… good luck to all teams ❤ (except ruzzians under neutral flag 🤬)","@O_orman","2024-07-27T05:39:25Z","0"
"Amazing opening, one of the best for sure","@thatvarnatwin","2024-07-27T05:34:37Z","1"
"Gojira ❤ i had goosebumps 🔥🔥🔥what an incredible performance 🔥🔥 pity that the commentators ruined it and didn&#39;t even mention the bands name 🤯","@lauragaka8384","2024-07-27T05:34:36Z","1"
"Opening 2024 France OG .  :D.    They put players to boats and drove by Sena ahhahaah LoL. Wery wery impresive.  So when you are watching the olympic games in Beijing 2008  looks like they are from 3008 compared to this 2024 France.  hahahaahah","@zlayax79","2024-07-27T05:33:16Z","2"
"no comment...","@klaudiabarbara9300","2024-07-27T05:33:10Z","1"
"Good chemistry between the commentators!","@Silligk","2024-07-27T05:32:19Z","0"
"paris is no more the city of love but  the city of gay love apparently","@oceans54321","2024-07-27T05:31:00Z","7"
"Bravo Paris, Bravo  Franța!!!","@dragosstoian9544","2024-07-27T05:30:39Z","2"
"this is the most pathetic and boring and cringe opening ceremony I&#39;ve seen","@denism.2590","2024-07-27T05:25:31Z","5"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=2147"">35:47</a>China","@OFFL8NE","2024-07-27T05:22:53Z","3"
"the worest opening ceremony in the history","@fatimahussain1175","2024-07-27T05:22:04Z","2"
"Disgusting ceremony!!!! Sport? No, just WOKE!!","@user-sj9oe3fb5e","2024-07-27T05:21:59Z","5"
"And did you reach out to sports? We witnessed satanic rituals!","@germpetiov8622","2024-07-27T05:20:59Z","0"
"România 2.04.05 Go 🎉🇷🇴 Good luck ❤.  Mulțumim Nadia Comăneci ❤","@Sramonsica","2024-07-27T05:19:27Z","8"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7193"">1:59:53</a> 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸","@Rose_1948nk","2024-07-27T05:18:58Z","2"
"This is the worst opening ceremony of the Olympics I’ve ever seen...","@Kazakbiev_promo","2024-07-27T05:18:58Z","6"
"France destroyed","@Petya_KM","2024-07-27T05:18:15Z","0"
"TÜRKİYEEEEEEE ❤🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷","@latif1.","2024-07-27T05:14:46Z","8"
"georgia","@powersports7218","2024-07-27T05:14:42Z","0"
"Просто бред","@aloha1087","2024-07-27T05:14:40Z","2"
"Notice how “Palestine” is a part of the games, such a shame…","@user-bv5nz9eh6t","2024-07-27T05:13:37Z","1"
"Lady Gaga and Celine ?? Ofc they are great performers but there are lots of amazing French artist why not use them?  And other than liberte the other sections were pretty boring 🥲 You can not be the center of the creativity and come out with this…","@damlaavsar7237","2024-07-27T05:12:50Z","15"
"That circus freak show on the bridge was pure cringe 🤮","@valkillme501","2024-07-27T05:12:34Z","11"
"Without Russia, it&#39;s Paralympics","@andrejstupakevic7179","2024-07-27T05:11:18Z","2"
"Germany?","@anetabajorek3362","2024-07-27T05:09:57Z","0"
"I will not watch the Olympics 🤦🏼‍♂️","@MatúšKorytko","2024-07-27T05:09:27Z","0"
"It was a disgusting festival of hatred, intolerance, rudeness and filth.  Denial of all the values the Olympics bring!","@CoffeHeaven22","2024-07-27T05:08:23Z","8"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8262"">2:17:42</a> Türk teknesini arayanlar 😂❤","@mesaiboombomm1145","2024-07-27T05:08:19Z","121"
"🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦 !!!","@user-lp4sl6ob5e","2024-07-27T05:05:02Z","0"
"Breaking News Aya Nakamura is french speaking Im French and I didnt know it","@aleksandarvasiljevic9218","2024-07-27T05:04:51Z","0"
"Sodom and Gomor fest, shame on France","@user-zg4qi9gk2m","2024-07-27T05:04:14Z","0"
"Грандиозно! Потрясающе! Такого открытия не было никогда ни у кого. Браво, Франция!!!","@user-wz9nb3lt9f","2024-07-27T05:03:31Z","5"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=770"">12:50</a> song?","@MyKlaudijus","2024-07-27T05:02:52Z","1"
"Satanizam🤮🤮🤮🤮🤮🤮","@gagi56gagi","2024-07-27T04:57:10Z","15"
"Freakshow","@Bibiana862","2024-07-27T04:56:45Z","4"
"Why is Arno wearing a mask?","@the_nunnie7237","2024-07-27T04:56:10Z","0"
"why is israil terorist organisation joining olympics?<br>what are baby killers doing there?","@muratavsar210","2024-07-27T04:54:54Z","1"
"Disgusting","@slyrd261","2024-07-27T04:53:38Z","2"
"Offending chrystianofobia made by some weak people.","@fajnypatent","2024-07-27T04:46:42Z","5"
"this is terrible, it looks like a circus opening ceremony","@panoramix754","2024-07-27T04:46:28Z","8"
"Can someone find the timeline for armenian deligation pleaseee?","@anivardanyan-n9m","2024-07-27T04:45:09Z","2"
"Wtf is this?? <br>It was like a pride combined with a masonic ceremony… where is the soul? Everything now is so … superficial and symbolic… just for the show. Really disappointing","@ParadoxEL29","2024-07-27T04:44:37Z","11"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=280"">4:40</a><br>The torch was passed to Zinedine Zidane by the famous film actor Jamel Debbouze. He starred, in particular, in the wonderful and deep films &quot;Amelie&quot; and &quot;Angel-A&quot;. ❤","@StirgliStirgli","2024-07-27T04:44:03Z","34"
"LGBT show...","@atasagun1396","2024-07-27T04:42:32Z","8"
"The modern Olympic games, like Eurovision, are a gathering of freaks, perverts, and satanists. Want to see the real Olympic Games?  Watch the 1938 film Olympia.","@user-zb7sv5br9v","2024-07-27T04:41:45Z","1"
"Um autêntico lixo está abertura.","@MPaulaOliveiraNunes-tq6kc","2024-07-27T04:41:21Z","0"
"What is wrong with France? Why they done pervertshow instead of making intro in to sport games?","@serlinas","2024-07-27T04:40:24Z","12"
"Its soo bad, why we need watch this woke culture 😢","@vilgevorcblack6178","2024-07-27T04:39:56Z","7"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=5045"">1:24:05</a> SO DESPICABLE ME","@vladshvarzburg1523","2024-07-27T04:38:54Z","2"
"what a bullsh*t. Ceremony full of hate and se*ualization. They missed for it so many great parts of France and sport history just to make few gays happy or just hurt other religion. Never again, enough for me.","@firstlyjason2945","2024-07-27T04:35:14Z","1"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8275"">2:17:55</a> Türkiye","@sggrt251","2024-07-27T04:33:55Z","14"
"Lewacki szajs. rytualne wyznanie szatana. Upadek cywilizacji.","@WolnyCzowiek-vq1fb","2024-07-27T04:31:37Z","1"
"Gayest Olympics ever","","2024-07-27T04:30:24Z","1"
"Disgusting, the focus on she-males and diversity and whatnot. There&#39;s so much to French culture and history, and THAT is what they decide to focus on. Besides Half of this crap has nothing to do with France. Keeping a single person good and benevolent is easy, but doing it to an entire society is impossible. Not unless they have a strong cultural identity. Something to preserve, something to be proud of. This isn&#39;t the gay/DEI stuff has it&#39;s place but it IS NOT during a celebration of an apex of human athletic perfomance, or a culture spanning centuries back.","@naxamarviceroy3979","2024-07-27T04:26:12Z","1"
"soo why was there a little girl in the freaky runway thing? 🤔","@franciscabdul2828","2024-07-27T04:25:43Z","1"
"Why the mocking of Christianity?","@danielmiryt2","2024-07-27T04:23:39Z","1"
"Celine my loveeeeee!!!!!! Lady gaga, wow ! Israel forever , viva la vida","@IsraChick","2024-07-27T04:23:24Z","4"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=10576"">2:56:16</a> Olga Korbut😍! Belarus, USSR🚀🛸🌍🪐","@fourkero1267","2024-07-27T04:21:06Z","1"
"One can only hope participants of the games will bring this back into yesterday, perform to their best, and at the same time show respect to all, without bias","@user-dn3ml7dt3h","2024-07-27T04:17:26Z","0"
"Gay parade omg","@vhs8260","2024-07-27T04:17:06Z","9"
"We are not gonna make it, Europe I mean..","@sashimiPv","2024-07-27T04:17:02Z","11"
"This is how you divide people, promote a still rather small group of the population, and offend lots of others.","@user-dn3ml7dt3h","2024-07-27T04:15:41Z","8"
"Bad","@ozcanvural06","2024-07-27T04:15:05Z","1"
"The crap show, unreal how low olympics can go","@user-dn3ml7dt3h","2024-07-27T04:13:09Z","6"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9300"">2:35:00</a> song name?","@sweden5665","2024-07-27T04:08:24Z","1"
"God cried when he saw the whole nativity scene, the ceremony outside the stadium, instead of entering the stadium, the athletes were on some kind of boat where the camera was often fogged up and you couldn&#39;t see exactly what the athletes were wearing and a torch on a balloon, this ceremony was one big disaster","@zastal","2024-07-27T04:06:00Z","5"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=14285"">3:58:05</a> Celine still has an awesome voice.","@dyawr","2024-07-27T04:05:50Z","0"
"I missed Beyoncé but then I remembered that she can’t do this kind and f advanced productions, specially live","@Roasting_Chicken","2024-07-27T04:04:56Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7690"">2:08:10</a>  Serbia ❤️🇷🇸🇷🇸🇷🇸🇷🇸","@xcbnxcbn1880","2024-07-27T04:04:44Z","10"
"that lady commentating at times was PAINFUL!!!!","@Montebruno","2024-07-27T04:03:36Z","1"
"Lady Gaga and Celine stole the show","@Roasting_Chicken","2024-07-27T04:02:56Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=13680"">3:48:00</a> LOL amateur english commentators, thats Tony Parker - nba legend","@atbacsi","2024-07-27T04:00:13Z","2"
"What is the name of song <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7168"">1:59:28</a>??","@alekoalekoaleko123","2024-07-27T03:58:59Z","1"
"Израиль..удачи..главное не победа ,а участие..и пусть все кто тебя нелюбит захлебнутся в своей злобе..удачи израильским спортсмпнам.","@marikprozementer41","2024-07-27T03:57:45Z","8"
"Eurosport, the best coverage!","@jooei2810","2024-07-27T03:48:03Z","1"
"It is symbolic that the lighting of the Olympic altar was entrusted to black people. Total Africanization.","@olimpsportas2","2024-07-27T03:47:21Z","3"
"Հայաստան միայն հաղթանակ։","@tomatomaaa7313","2024-07-27T03:45:42Z","1"
"Gojira and Celine Dion were the highlights of the ceremony! Amazing!","@tin25tin","2024-07-27T03:43:13Z","160"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=13175"">3:39:35</a> This song is so lovely... Cerrone - &quot;Supernature&quot;","@dyawr","2024-07-27T03:43:07Z","16"
"Azerbaijan ❤🇦🇿❤️","@ramilzeynalov2615","2024-07-27T03:37:55Z","2"
"Beautiful - vive la France!","@sabrinapasztor3480","2024-07-27T03:36:11Z","2"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=13045"">3:37:25</a> Nadia! 🇷🇴","@dyawr","2024-07-27T03:35:17Z","0"
"smutne,już po nas","@gosiatrubaj5201","2024-07-27T03:31:01Z","1"
"Free Palestine 🇵🇸 ❤","@zico77a","2024-07-27T03:29:08Z","1"
"Fuj niečo odporne, prezentácia samých uchylakov odporne.👎","@jozefskurconak3609","2024-07-27T03:27:22Z","1"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=2584"">43:04</a> Excellent music. Name of the song?","@gitariyidir","2024-07-27T03:24:31Z","3"
"惊喜的开幕式❤","@user-uu1iv9et1f","2024-07-27T03:16:30Z","3"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=6647"">1:50:47</a> ❤❤❤❤❤","@avimufcns","2024-07-27T03:13:59Z","2"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=4895"">1:21:35</a> Israel","@JacobandJean","2024-07-27T03:08:24Z","14"
"I had to switch to an Israeli VPN to watch the <a href=""http://www.youtube.com/results?search_query=%23pedolympics"">#PEDOlympics</a> opening ceremony..","@100KGNatty","2024-07-27T03:06:31Z","1"
"nie zesrajcie się","@pawesekowski8238","2024-07-27T03:06:11Z","0"
"🇵🇪 🇺🇦 🇬🇪 ❤❤❤","@nadeshda6655","2024-07-27T02:56:36Z","1"
"I watched every minute it loved part from the rain.","@daranoonan2488","2024-07-27T02:56:17Z","1"
"That was amazing! Good job Paris and France!","@samuelgustavsson1483","2024-07-27T02:55:55Z","6"
"Good luck everyone! And good luck for Ukraine in such hard times!","@DJZLOY","2024-07-27T02:53:41Z","7"
"Beautifully done. Marvelous. Serbia loves you. ❤️🇷🇸🇷🇸🇷🇸","@damirsolajakaras879","2024-07-27T02:50:34Z","4"
"Beautifully done. Marvelous. Serbia loves you. ❤️🇷🇸🇷🇸🇷🇸","@damirsolajakaras879","2024-07-27T02:50:34Z","3"
"Hands down the best opening ceremony that I have ever witnessed. <br><br>French have raised the bar so high with this opening that Los Angeles would have a tough time matching that.","@Nikolay_Slavov","2024-07-27T02:49:06Z","9"
"Everything so beautiful and original!!!! Celine Dion is a force of nature!!<br><br>Thanks, Paris!!!","@bandadonoivo","2024-07-27T02:45:11Z","1"
"Turkiye ❤❤","@arina__696","2024-07-27T02:44:11Z","1"
"Wow","@cloned81","2024-07-27T02:41:49Z","1"
"Horrível, e principalmente essa falta de respeito com a religião do próximo!","@thalesalcantara215","2024-07-27T02:40:46Z","2"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8240"">2:17:20</a> Yolunuz bahtınız açık olsun kalbimiz sizinle başarılar TÜRKİYEM❤🤍🇹🇷🇹🇷","@Laraaelif","2024-07-27T02:27:01Z","154"
"Nobody cares olympics anymore. Time has past olympics. Today important is only diamond league. Nothing else. I haven&#39;t watch any big champs for years. And don&#39;t watch any single broadcast from these competition. Olympics and other big competitions are totally meaningless today. That&#39;s all. 🤔🤔👎👎","@pasimaenpaa2360","2024-07-27T02:26:13Z","1"
"I’m utterly surprised that the commentators, despite having the torch bearers list, didn’t recognised Tony Parker, and mistook him with the eldest living olympic champion.","@josuibarretxe6544","2024-07-27T02:25:42Z","1"
"❤ Yessss most incredible Olympics opening ceremony Thank you so muchhh for offer a stunning glimpse Olympics opening ceremony. Love all…","@Landphoo","2024-07-27T02:25:14Z","2"
"Yaxsi acilis olmadi<br>Olkelerin giriside yaxsi olmadi","@royalkerimov2072","2024-07-27T02:25:09Z","0"
"Why Turkey and Tunisia got on the same boat","@ali.bilici","2024-07-27T02:21:46Z","0"
"Germany? Where is Marita Koch...","@fourkero1267","2024-07-27T02:19:39Z","0"
"Why is the water GREEN?????","@machone539","2024-07-27T02:05:56Z","0"
"never seen that much mockery towards any religion than this had towards christianity. these olympics games are about hate, mockery not very olympic spirit 2024","@TheVoiTube","2024-07-27T02:05:00Z","42"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9517"">2:38:37</a> bu ne amk","@sencerdeniz2139","2024-07-27T02:04:52Z","0"
"Торжественности нет. Много суеты.<br>.","@marinanovikova6525","2024-07-27T01:58:32Z","17"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9051"">2:30:51</a> ucube","@sencerdeniz2139","2024-07-27T01:57:02Z","5"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9518"">2:38:38</a> <i>&quot;...It&#39;s not Celine Dion.&quot;</i><br><br>😂😂","@dyawr","2024-07-27T01:55:13Z","404"
"看不懂，感觉很一般","@mengzhang910","2024-07-27T01:54:27Z","1"
"Uzbekistan good luck 🎉❤","@okilshuhaoou8291","2024-07-27T01:47:32Z","1"
"From start to finish it was specular a once in a life time visual Spectacle I will never forget .my high lights were of course Celine and the horse rider it was magnificent. <br>Well done Paris you should be so proud .<br>Best of Luck to our own Team Ireland 🇮🇪","@deemac50","2024-07-27T01:47:09Z","12"
"Celine..... The brightest star that. ❤ Greetings from Hungary 🇭🇺","@1990beny1","2024-07-27T01:46:00Z","155"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=5662"">1:34:22</a> music?","@freeflightglasses2783","2024-07-27T01:42:52Z","1"
"How can these commentators not recognized Tony Parker?","@user-bx3st9bx9h","2024-07-27T01:40:53Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=4830"">1:20:30</a> iraq is hilarious 😆","@Tujjarafkar","2024-07-27T01:40:44Z","1"
"Oh, hello, you tarot Death card! ;) <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=10084"">2:48:04</a>   <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=10780"">2:59:40</a>","@zizi7439","2024-07-27T01:40:43Z","1"
"And without this ABCDEF+ is it impossible? Everything is ruined","@stolik6953","2024-07-27T01:37:37Z","56"
"Well done PAris!!","@Underhills","2024-07-27T01:37:13Z","1"
"Ale gówno.","@Tomasz-hh1xo","2024-07-27T01:33:46Z","1"
"The Eurodance segment from <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9000"">2:30:00</a> onwards, was absolutely <b>fabulous.</b> 🏆🏆 Best music era","@dyawr","2024-07-27T01:33:42Z","11"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9054"">https://youtu.be/j-Ou-ggS718?t=9054</a><br>Where is this world going? What is happening here? Disgusting","@milanmirkovic299","2024-07-27T01:31:58Z","1"
"Anyone know the song at <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=5664"">1:34:24</a> ?","@MrErlend95","2024-07-27T01:24:38Z","2"
"Nagyon szép. Gratulálok mindenkinek.","@olgabihacsi984","2024-07-27T01:17:45Z","9"
"👎👎👎👎👎👎👎👎👎👎👎👎","@user-tk9ve9hb2s","2024-07-27T01:17:21Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8618"">2:23:38</a> Is that <b>entire</b> huge boat just for USA? Wow<br><a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8775"">2:26:15</a> And France looks even bigger!","@dyawr","2024-07-27T01:16:36Z","10"
"a co to za gówno","@qoorchuck","2024-07-27T01:11:33Z","0"
"These British commentators are racists.","@garellekrisbacaron1544","2024-07-27T01:11:06Z","2"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8243"">2:17:23</a> They announced Tunisia while showing Turkiye 😆","@Leonheart18","2024-07-27T01:10:37Z","66"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8242"">2:17:22</a> TÜRKİYE ❤🇹🇷","@ermaner3545","2024-07-27T01:08:03Z","57"
"<a href=""http://www.youtube.com/results?search_query=%23freepalestine"">#freepalestine</a>","@YaseminTopcuoglu-wb3gj","2024-07-27T01:03:32Z","0"
"The most woke Olympics ever 🤮","@artura9712","2024-07-27T00:58:56Z","16"
"The French republican guard has lost its honnor...SHAME","@songsofthepast3401","2024-07-27T00:58:46Z","2"
"The ceremony itself is good but including Nakamura and those modern era taking of classical music was a terrible mistake... France is truly lost","@songsofthepast3401","2024-07-27T00:57:36Z","1"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7800"">2:10:00</a> Slovenia&#39;s delegation is massive too, for such a small country! (2 million)","@dyawr","2024-07-27T00:56:39Z","72"
"this is hands down remarkable feat and opening ceremony that is one for the history books. Indeed bravo, brining ceremony to the streets and integrating it there is a game changer. so many beautiful and iconic moments!","@thriversoffset","2024-07-27T00:54:25Z","15"
"Another woke embarrasing moment.","@ludovicvanb9713","2024-07-27T00:50:43Z","4"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7693"">2:08:13</a> Wow, 112 athletes is <b>a lot</b> of competitors from Serbia. The country has under 7 million ppl &amp; is not particularly wealthy.<br><br>For comparison, Romania has 106 &amp; 19 million population!","@dyawr","2024-07-27T00:50:08Z","41"
"Satanic.","@MendaxPT","2024-07-27T00:49:02Z","4"
"Wow so beautiful ❤❤❤❤","@sharpaw523","2024-07-27T00:46:01Z","2"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7335"">2:02:15</a> nie dziękujcie","@lampartvlog8540","2024-07-27T00:44:24Z","2"
"🇹🇷🇹🇷🇹🇷🇹🇷 <br>TÜRKİYE.","@latif1.","2024-07-27T00:43:18Z","1"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9213"">2:33:33</a> Nicky Doll the most famous French drag queen, The French are so truly inclusive, is refreshing to see this ..will never happen is any bible belt hellhole in the USA.....","@onlyrealtalentedartists","2024-07-27T00:37:19Z","2"
"❤️❤️🇵🇸PALESTINE 🇵🇸❤️❤️","@CM-vg4sw","2024-07-27T00:36:24Z","1"
"Making it all about LBTQI+ and disrespecting Christianity with the parody of the Last Supper with drags is shameful.","@bende005","2024-07-27T00:35:55Z","14"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=10075"">2:47:55</a> <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=10379"">2:52:59</a> solidarite song is increadible best thriller,scien fiction movie soundtrack,who is the composer of this track?it shows human civizilation level and felt being proud of Human","@alpererdil4643","2024-07-27T00:35:42Z","3"
"The commentary team was utter crap. They seemed unprepared or left out of the loop on what was happening.","@poeticyy","2024-07-27T00:34:32Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7445"">2:04:05</a> Good luck Romaniaaa!! 👏👏💙💛❤","@dyawr","2024-07-27T00:31:59Z","55"
"🇦🇲💜","@karenshah11","2024-07-27T00:31:20Z","0"
"The most perfect moment is Celin ❤ and the Minions 😂.  <br>Everything else is a disaster, the worst opening of the Olympic Games ever, simply terrible and I don&#39;t understand what they spent so much money on, terrible.","@dragankajkut8817","2024-07-27T00:30:41Z","2"
"whats the tune at 3.48.00 ?","@niiloleinonen-q8u","2024-07-27T00:29:41Z","0"
"Somebody please tell me the name of the last song at <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=14745"">4:05:45</a> pleaseeee","@benerdo5872","2024-07-27T00:29:27Z","3"
"❤️❤️❤️❤️❤️❤️❤️☀️","@vr8979","2024-07-27T00:29:08Z","1"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7294"">2:01:34</a> <i>&quot;I wonder how they did the boat assignments. Rock-paper-scissors maybe...&quot;</i><br><br>No, they&#39;re just using the French alphabet. 🤭 Netherlands is Pays-Bas.","@dyawr","2024-07-27T00:28:03Z","27"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7380"">2:03:00</a> Portugal 🇵🇹","@Portugal2100","2024-07-27T00:25:49Z","17"
