"Comment","Author","PublishedAt","LikeCount"
"Jesus come back please","@Mmmmmmmmm.mt57","2024-07-27T20:36:14Z","1"
"Embodiment of embarrassment","@Shsj-ir7tx","2024-07-27T20:35:25Z","2"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8942"">2:29:02</a>","@i_love_fidesz","2024-07-27T20:35:25Z","0"
"Пиздец, лгбт приветствуют открытие олимпийских игр, а смерть бегает с олимпийским факелом, по ходу - это последние игры, как мы их знали. Грядёт, нужен новый формат, без уродов и предвзятостей, у несчастной страны, пославшей 5 спортсменов шансы почти равны нулю, по сравнению со странами, где спортсмены насчитывается десятками - это неравная игра!","@alekszejivlev7390","2024-07-27T20:35:09Z","3"
"I read the comments and I&#39;m shocked!! Have you all been bingeing there?! Nothing pleases or surprises you anymore? What kind of slop are you spewing here in your angry comments??","@Monsieur555","2024-07-27T20:33:35Z","5"
"I love JESUS ❤️","@byciechronic","2024-07-27T20:33:18Z","5"
"Disgusting stuff","@MKB07","2024-07-27T20:32:20Z","1"
"I was so sad to see how they ruined the best thing sport has to offer. It is very close to my heart since I was a child, something sacred even and I would die to be a part of Olympics in some shape or form, but this was disgusting. Beating into one&#39;s head political agendas on the most important sporting event sickens me to my deepest core. All previous opening ceremonies were about culture, pride of nation&#39;s history and most of all SPORT. Here it seemed more like some sort of political gathering, rather than olympics. There was NOTHING that could resemble sporting event. And what about those participating? How must they feel? Someone might disagree with those political views beat upon all of us but somehow they have to participate, because how can you not if you spent your whole life pursuing a goal of performing at Olympic Games. I feel sick when I look at it and once again it disgusts me deeply.","@pucek365","2024-07-27T20:32:18Z","1"
"Perfect....!!","@SENOL_um","2024-07-27T20:31:39Z","0"
"😂😂😂😂 брурално сте полудели Европа джендар парад за олимпияда, и евакуация 3 минути , че какво искате хората да ви напуснат ли да се евакуират 😂😂😂. Брутално безумни игри . Не съм гледала и няма и да гледам олимпиада без Русия не може да бъде интересно да се изключи половин планета Земя 🌍  само и само, защото джендарлък неможе да скача високо сама 😂😂😂","@user-si6ic9ie5k","2024-07-27T20:31:37Z","1"
"👍👍👍","@SENOL_um","2024-07-27T20:31:31Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9054"">2:30:54</a> 🤦‍♀️🤢","@NigarX184","2024-07-27T20:31:29Z","3"
"People, what&#39;s wrong with you? Macron tried, all the people of free France tried, the show was just wow, what’s wrong with you?","@Monsieur555","2024-07-27T20:31:29Z","1"
"🎉🎉🎉 Gojira 🎉🎉🎉","@blackharpy7468","2024-07-27T20:30:22Z","0"
"VOMIT","@thezerogforce","2024-07-27T20:30:08Z","1"
"what&#39;s the song <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=10381"">2:53:01</a>?? it&#39;s amazing, please help!!!","@bartoszgauszka7021","2024-07-27T20:29:32Z","0"
"So many jealous people here LOL And so many boring people 😅","@samuelmasson941","2024-07-27T20:28:59Z","1"
"O dear God cant belive what Im seeing...awful the are mocking God so dark instead of having a good show before the game starting","@blessingsdaybyday2958","2024-07-27T20:27:39Z","2"
"Disgusting","@SewerynKalisz","2024-07-27T20:26:30Z","3"
"For a while, I thought I had stumbled into the Eurovision Song Contest with boats.","@iorarua3525","2024-07-27T20:26:24Z","520"
"Very strange  show.","@tomhariom9148","2024-07-27T20:26:12Z","6"
"WTF was that","@umityahsi234","2024-07-27T20:25:47Z","3"
"Hi from eastern Europe, Türkiye 🇹🇷🌹🌺","@orcadr1955","2024-07-27T20:25:41Z","2"
"Oameni buni, chiar a luat-o întreaga lume razna? Ce-s blasfemiile astea și scenele acestea de sexualitate deviantă?! Și toți aplaudați p-aci?! Asta este iubirea și progresul mult așteptat? În numele iubirii și al toleranței se promovează decadența și oroarea.","@danielaprecup4706","2024-07-27T20:25:01Z","2"
"Спасибо за прекрасные съемки открытия игр.🎉🎉🎉❤","@akcahka1731","2024-07-27T20:24:57Z","3"
"cowardly eurosport is afraid to show how many thumbs down this worst olympics has collected?","@ziolo0228","2024-07-27T20:24:27Z","3"
"tasteless, flat spectacle, very weak start of the games filled with leftist LGBT ideology, shame on France","@jimiflower4834","2024-07-27T20:24:18Z","2"
"Cool  Ceremony made by racists and terrorists.","@tomaszhowaniec5409","2024-07-27T20:23:47Z","2"
"Minions and Gojira - that&#39;s enough to make it the best opening ever, even if I absolutely hated most of the rest","@artursruseckis4242","2024-07-27T20:23:24Z","0"
"Przyszedłem pośmiać się z katolików którzy mają ogromny ból 4 liter 😂","@mateuszmazur81","2024-07-27T20:21:31Z","2"
"wenn russian see these (usa also) they dont wanna peace they wanna nuke paris .","@robdager8568","2024-07-27T20:20:59Z","0"
"Гуам - красивый флаг...<br>Так к войне не готовятся, как к Олимпиаде принимающая страна!<br>Французы - самая развитая нация!<br>Такой церемонии не было в истории 🫢<br>Браво!!<br>Они сами знают, что - лучшие 😅","@user-gn3be5pg7t","2024-07-27T20:20:47Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=2400"">40:00</a> Assassin&#39;s Creed - Unity","@NikaKalmakhelidze","2024-07-27T20:20:15Z","0"
"There was a dance... Dance for satan. <br> And A situation when one person who went with the  olimpics flag - there where a lot of nations flag - look like satans ceremony ... ceremony of consecrating  games to satan.<br> 😳 Alll representatives of the countries paid tribute to Satan. that&#39;s how I saw it 😳","@moldoviamld8768","2024-07-27T20:19:14Z","2"
"cosmic Pride 🤮","@mihalykucsera4761","2024-07-27T20:19:14Z","0"
"Sorry, France But the Christian Mockery is so Bad. Sorry, I cannot keep my silence:( Viva Cristo Rey🙏🙏🙏","@jecksantos2892","2024-07-27T20:19:00Z","3"
"Maybe the worst opening ceremony! Where was the acts ? where were the stunning perfmances ? It was just people about to throw up on a boat","@TheCoBBus","2024-07-27T20:18:01Z","2"
"A praise to decadence.","@TheGarrymoore","2024-07-27T20:17:40Z","0"
"What in the Hunger Games Capitol show is going on?","@katwoo0","2024-07-27T20:16:55Z","2"
"Jean M. Jarre…???!!","@gahr2339","2024-07-27T20:16:38Z","1"
"Beyond disgraceful. Everyone who participated should be ashamed.","@anxaxw7546","2024-07-27T20:16:30Z","3"
"And heaven weeps over this disgrace of a ceremony, the most disgusting thing I&#39;ve seen lately.","@milanavujicic6854","2024-07-27T20:16:19Z","1"
"ta parodia ostatniej wieczerzy to kpina z chrzescijan i wstyd dla francji","@Kuba-jr5be","2024-07-27T20:16:15Z","2"
"Disgusting!","@Rusek878","2024-07-27T20:15:26Z","4"
"Worst Opening Ceremony In History. Disgrace, Disrespectful, Disgusting","@ggregg87","2024-07-27T20:14:37Z","9"
"I think there are no real (Russian) athletes there, only transgender people😅","@user-ui4sw1hk9f","2024-07-27T20:14:33Z","1"
"Жаль, что не разогнали тучи над городом. Спасибо всем артистам, не смотря на дождь отработали прекрасно! Потрясающее шоу!","@user-el7id5pl9g","2024-07-27T20:14:04Z","3"
"I&#39;m from Poland. I like France, I was there in a semi-highschool student exchange at age 14 in Boos in Normandy.<br><br>I lived with nice family in the village. We went to Rouen, Paris etc.<br><br>Damn, I liked that country, only in Paris we found first white person after 20 minutes out of a bus.... <br><br>Now, what&#39; I&#39;ve seen here... This is collapse of civilization... <br><br>Collapse of civilization... in 2150 year children will read about it just like we do about an Ancient Rome in the years 350 or 450.<br><br><br><br>STILL - DAM IT I WISH YOU FRENCH PEOPLE BEST OF ALL, AND I HOPE I&#39;M WRONG. <br>GREETINGS FROM POLAND<br><br>PS: I say that Western Civilization ends, because we Europeans do no procriate. We have in avarage like 1 kid for a couple. That&#39;s a disasster.","@bartoszmajchrzak2225","2024-07-27T20:12:58Z","2"
"Eurovision: we have turned a beloved institution into the gayest cringefest of international competitions.<br>Olympics: hold my beer.","@rf2254","2024-07-27T20:12:52Z","3"
"Music from 3h48 to 3h 52 please??","@pawel11022","2024-07-27T20:12:30Z","0"
"This is the most stupid presentation I&#39;ve seen for Olympics. <br>Guys, if you want to see drags, go to Thailand and you can see as many as you want but without spending all your salary.","@Aersus","2024-07-27T20:11:51Z","14"
"China looking better by the day.","@TheHolydruid","2024-07-27T20:10:48Z","2"
"Mankind has fallen.","@SS18w4531g00","2024-07-27T20:10:45Z","3"
"Wtf did I just watch, especially the beginning with the torch","@tinachu8116","2024-07-27T20:10:05Z","1"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=137"">2:17</a>  Türkiye🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷","@aysenurbayram5924","2024-07-27T20:09:34Z","1"
"Czekając na Celine musiałam do samego końca na to patrzeć. Niektorych to już do reszty pogięło - co to w ogóle było? Żarty z czyjejś religii to jest ta slynna tolerancja ??","@selena6593","2024-07-27T20:09:22Z","1"
"Műsor, egy elmegyógyintézet betegeitől.","@lillakissnenagy9341","2024-07-27T20:08:46Z","2"
"Disgusting!","@norbertwolff5385","2024-07-27T20:08:13Z","5"
"Doamne fereste!😢😢😢😢","@marianaghita5459","2024-07-27T20:07:39Z","0"
"What in the f word I’ve just watched. This is Olympic gays in all levels.","@lindaali6759","2024-07-27T20:07:26Z","1"
"If this is freedom for the french people I don&#39;t want this kind of freedom... pure madness. Olympics is not about the olympics anymore.","@ElesPeter-zl1rg","2024-07-27T20:05:21Z","379"
"Garbage","@McMartusify","2024-07-27T20:04:19Z","3"
"What nonsense, this is pure Satanism. France has long since hit rock bottom. Mocking Jesus Christ has not brought anyone any good.<br>May God help you in these times. You have gone too far...🕵️🙏","@veljkoventola2097","2024-07-27T20:02:14Z","3"
"Disgusting😢","@dancristinamihaelabin545","2024-07-27T19:59:38Z","4"
"They will probably never top 2004 because the Olympics returning to its homeland Greece is beyond epic.. But I still loved most of this. The way they incorporated the city of Paris was so creative! And Celine Dion closing it all made me cry so much of joy.","@remmy908","2024-07-27T19:59:10Z","7"
"Sodoma i Gomora  מהפכת סדום ועמורה","@renowacjacegly","2024-07-27T19:59:04Z","0"
"satanic ceremony","@venusia35","2024-07-27T19:58:58Z","4"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9519"">2:38:39</a> 😂show","@Ania._.frania","2024-07-27T19:58:39Z","5"
"Disgusting.","@Arko-zs6rm","2024-07-27T19:58:16Z","1"
"It&#39;s sad to see all the countries gathered together but without the Russian team there. It&#39;s the Olympics ffs.","@Alendorff","2024-07-27T19:58:15Z","1"
"Absolutely disgusting woke ideology being pushed. Filth","@OliverHodkinson","2024-07-27T19:56:37Z","2"
"Содом и Гомора😡","@user-li6ke1rh9v","2024-07-27T19:56:34Z","4"
"bu dans gösterisiyle fransızlar tüm dünyaya ne kadar çingene olduklarını ispatlamış oldular, tebrikler","@ayseguluslu8233","2024-07-27T19:55:31Z","3"
"I&#39;m sorry guys but this was the most boring opening ceremony for the Olympic Games I&#39;ve ever seen; if this is a measure of what we can expect from the Olympics in France, it&#39;s not much to cheer about.","@thomashanner4172","2024-07-27T19:55:02Z","2"
"Dai LGBT","@Karol-dr7xj","2024-07-27T19:54:42Z","0"
"Absolutely disgusting.","@zett5355","2024-07-27T19:54:29Z","3"
"Inspirational, and innovate ceremony! Others see something I don’t see. We all have different lenses in how we view experiences  based on our conditioning and worldview. That’s the human condition. I’m happy we live in a diverse world, full of artists and thinkers with varied ideas, as this assures everyone will find something uplifting and inspiring for them. Well done France, and best wishes to all the athletes 🇫🇷 🎉","@rayasun3468","2024-07-27T19:54:24Z","4"
"Once, there was great Napoleon. Now, its a woke cult agenda. Sigh...God wins btw ;-)","@a.l.5653","2024-07-27T19:54:00Z","2"
"Best ever Opening🤩😍🤩😍 Thank you all for amazing 4 hours.","@rigamia","2024-07-27T19:52:27Z","2"
"just awful, horsemen of the apocalypse with the olympic flag  The Olympic movement seems to be coming to an end.","@avtr5641","2024-07-27T19:52:27Z","1"
"Hello from eastern Europe, Türkiye 🇹🇷","@orcadr1955","2024-07-27T19:52:07Z","2"
"Part of USA?","@kamilla_1519","2024-07-27T19:51:38Z","0"
"F THE Olympics F France","@nelsonlourenco3781","2024-07-27T19:50:24Z","2"
"Olympic organizers are really idiots with this programme? Shame. Paris is occupied by idiots leaders.......","@Independent396","2024-07-27T19:50:21Z","2"
"Блядство, разврат, наркотики","@PugDog19","2024-07-27T19:50:17Z","2"
"Can&#39;t even express my feelings","@DanilSmirnov","2024-07-27T19:49:16Z","2"
"Что за мужик рядом с Макроном?","@SP-mb7eq","2024-07-27T19:46:13Z","1"
"The Olympic Games Ancient Greeks would be ashamed of this shithole ! <br>This is the world we are living ladies and gents...<br><br>&quot;The goal of the Olympic Movement is to contribute to building a peaceful and better world by educating youth through sport. <br>The Olympic spirit is all about friendship, solidarity, and fair play.&quot;","@sideldj1288","2024-07-27T19:45:50Z","14"
"Christ is King. This &quot;show&quot; is depravity - just makes me believe in Jesus even more","@normaoleary2670","2024-07-27T19:45:18Z","4"
"Komuniści w Waszych strukturach, niestety","@przemyslawglowacki9074","2024-07-27T19:44:46Z","0"
"APAGE SATANA","@maranatharabbuni","2024-07-27T19:44:38Z","0"
"Dislike button here","@cristicristi8508","2024-07-27T19:43:26Z","1"
"TRANVESTIT OLYMPIADE FUJ !!!!","@GlennGGaney","2024-07-27T19:42:49Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=431"">7:11</a> PIZZAGATE","@pabloshadow5861","2024-07-27T19:42:46Z","0"
"A pale horse in revalation is death and hades","@lhanahmayugba312","2024-07-27T19:42:17Z","0"
"This is the biggest insult to the worldwide human community i ever seen in my whole life.","@pralinkapl5134","2024-07-27T19:41:14Z","8"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9729"">2:42:09</a> track id anyone? 🙂😀","@SzymonWeiss","2024-07-27T19:41:00Z","0"
"Very satanic","@lhanahmayugba312","2024-07-27T19:40:52Z","2"
"Peace and Freedom","@georgeghitoi8637","2024-07-27T19:40:40Z","0"
"France is already gone !!! Sad reality !!!","@hildakrazoviski6923","2024-07-27T19:40:39Z","2"
"santanist opening, this is a mockery of the christian religion","@rumpelstiltskin1655","2024-07-27T19:40:20Z","1"
"Seriously after 4 years of preparing, this what France wants to be remembered for? Such an embarrassment!","@srosner0","2024-07-27T19:40:09Z","581"
"What is the music since <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=10370"">2:52:50</a>?","@irobud","2024-07-27T19:39:53Z","0"
"Впечатление, что все эти открытия-закрытия соревнуются в омерзительности.","@user-wi7sf5br7q","2024-07-27T19:39:36Z","1"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=2830"">47:10</a>","@AlexK-xn7tq","2024-07-27T19:37:55Z","0"
"Truly Disturbing.","@emileriksen2481","2024-07-27T19:37:26Z","2"
"This was everything, but not sport.... BIG SHAME!","@wowjoksi6902","2024-07-27T19:36:13Z","2"
"It seems that God is not expected in this country","@SP-mb7eq","2024-07-27T19:35:31Z","0"
"TPhilippians <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=130"">2:10</a>-11<br>10 that at the name of Jesus every knee should bow, of those in heaven, and of those on earth, and of those under the earth, 11 and that every tongue should confess that Jesus Christ is Lord, to the glory of God the Father. These are children of SATAN having their time! But in the END JESUS will win, HE is the KING!","@snagaHR","2024-07-27T19:33:29Z","0"
"Sodom and Gomorrah","@senaska4328","2024-07-27T19:33:25Z","0"
"that&#39;s kinda disturbing and show&#39;s perfectly what&#39;s wrong with our society","@marvinschubler1543","2024-07-27T19:33:23Z","1"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9530"">2:38:50</a> his balls are outside(the man on the left with the dark shirt ). Horrible work France. This gay things are getting out of normal behaviour. You just hit the bottom!","@daniva3972","2024-07-27T19:32:36Z","3"
"&quot;Peace through sport&quot; <br><i>Bans Russia from participating</i>","@rovhalt6650","2024-07-27T19:32:12Z","3"
"The Last Supper - the Last Olympics","@Tomaszz-x","2024-07-27T19:31:41Z","6"
"Woke 🤮","@Bozitsar1","2024-07-27T19:31:06Z","2"
"🤮🤮🤮","@pahokgabor","2024-07-27T19:29:27Z","1"
"If it&#39;s not obvious Europe is collapsing already, here&#39;s another strong sign","@rovhalt6650","2024-07-27T19:29:18Z","4"
"Значи блед конник ни показвате,а? Нали знаете какъв е вашият край описан в Откровение?","@Urantia_","2024-07-27T19:27:43Z","2"
"Kazakhstan 🇰🇿 my proud first gold medal 🥇👏🤍","@nursultana2756","2024-07-27T19:27:11Z","1"
"Еле смотрел до конца и вообще скучно и ничего нет особенного. Короче все фуфло","@user-zb3zm4te4j","2024-07-27T19:27:04Z","0"
"They ruined Eurovision and now this ....","@GotterVibez","2024-07-27T19:26:53Z","6"
"Ne kadar ucube varsa toplamışsınız","@Fugo87","2024-07-27T19:26:02Z","2"
"Hoisting the Olympic flag upside down. Introducing South Korea as North Korea... Such things should be impossible.","@NoWonderDragon","2024-07-27T19:25:58Z","0"
"The horse looks sad😢 <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=10780"">2:59:40</a>","@oanart9742","2024-07-27T19:25:31Z","1"
"33 IO i 33 stopien wtajemniczenia wiadomo czego......brakuje jeszcze 33 ,zeby byla pelnia szczescia 3x6😂😂😂😂😂😂😂😂😂","@luckybay6177","2024-07-27T19:25:11Z","1"
"Это не имеет никакого отношения к спортивному празднику!!!уродство!!!где Франция Бодлера, Дюма, Бальзака, Гюго?!","@annabosnakyan277","2024-07-27T19:25:08Z","5"
"WTF is this s**t? It&#39;s not gay pride...","@ovidiu8940","2024-07-27T19:25:00Z","4"
"Macron&#39;s olympic is like one big gay pride eurovision show.😂😂😂","@hunomad9851","2024-07-27T19:24:43Z","394"
"Amazing. Paris reiterated very clearly that it is the cultural capital of the world and always will be!","@neringaNG","2024-07-27T19:24:14Z","2"
"A real circus show, poor Europe.","@nesterenhanm5155","2024-07-27T19:24:14Z","2"
"Ахахахаха)))) Вы че там, совсем крыша поехала?) Я устал объяснять ребенку, что дяди в платьях больные люди.","@FAQKasper","2024-07-27T19:24:02Z","2"
"I would have preferred to attend the olympics of 1936 rather than this mess","@rovhalt6650","2024-07-27T19:23:43Z","3"
"Say what you want, this was the most entertaining Olympiad opening ceremony ever! So FAB! Thank you Paris!","@Zhiivago","2024-07-27T19:23:38Z","1"
"SERBIA ❤ <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7694"">2:08:14</a>","@dusica8718","2024-07-27T19:23:31Z","1"
"Ale nowoczesność, postępowość kultura z najwyższej półki tylko czemu w ramach symetrii nie ma parodi Mahometa. Upadek.","@pan_dreptak","2024-07-27T19:22:20Z","2"
"That trans guy had his genitals out","@anonim6035","2024-07-27T19:21:40Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8240"">2:17:20</a> Türkiye Ceramony","@gulsum6061","2024-07-27T19:21:19Z","0"
"Kinda amazed by the nice 25 minute house music mix starting from around <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7250"">2:00:50</a>... 👌 Shame the commentators couldn&#39;t stop talking for 2 sec so the audience could decently hear the music","@Themix274","2024-07-27T19:21:01Z","7"
"Мерзость!!!кто вам дал право оскорблять чувства Христиан?!это не олимпиада а шабаш!!!на открытие Олимпиады зажигают Олимпийский факел,у вас получился адский огонь который землю жжёт.мерзость и стыд","@annabosnakyan277","2024-07-27T19:20:41Z","2"
"<b>крутое зрелище !!! 👍👍👍</b>","@XXX-lr1kf","2024-07-27T19:20:14Z","0"
"I am amazed at the BS that appears in the comments...I guess those people also need their moment of fame...","@karinavandamme804","2024-07-27T19:20:14Z","1"
"Не досмотрела,  пошло....","@hovhonneschepelyan5658","2024-07-27T19:19:54Z","1"
"worst commentators in history. They watch and don&#39;t say anything about what&#39;s happening on the screen, the symbolism of what the organizers show. They confuse the names of countries (e.g. Korea) or don&#39;t show what they have on the cards because they read it and &quot;you can refresh it if you want&quot; but the viewer doesn&#39;t get it... that they are even paid for it :( disbelief and shock","@krzysiekszaryfin4483","2024-07-27T19:19:21Z","0"
"So normally is a crime now ? Woman and man can’t kiss nowadays on tv ?","@meldwillregionsteamracing4428","2024-07-27T19:19:13Z","1"
"Противно смотреть....","@hovhonneschepelyan5658","2024-07-27T19:19:08Z","3"
"Mogao je i nas Novak Djokovic da barem malo nosi olimpijski plamen. Ipak je on proglasen za najboljeg sportistu sveta. Pozdrab iz Srbije⚘","@dragana4180","2024-07-27T19:18:22Z","11"
"The end of europe","@KacperMrowka","2024-07-27T19:18:11Z","3"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9520"">2:38:40</a>  brooo isn that smurf ??","@metehandemirbilek7534","2024-07-27T19:17:55Z","0"
"Jesus Christ its our lord, religion should be respected. I don&#39;t think these inauguration ceremony is representative for France.","@iulian6620","2024-07-27T19:17:45Z","0"
"totally stupid","@sherifsoliman369","2024-07-27T19:17:14Z","2"
"Macron un vierme","@Nicol-my8ez","2024-07-27T19:16:37Z","1"
"Good Luck 🇵🇭🇨🇮","@jecksantos2892","2024-07-27T19:13:19Z","2"
"Satanists","@nenapornero9929","2024-07-27T19:12:34Z","5"
"THIS IS CLEARLY A KNEE DOWN TO THE RULING OF SATURN AND THE IDEA OF HUMANITY FULLY WORSHIPPING IT.","@ashamon99","2024-07-27T19:12:23Z","0"
"France so badly failed this,historical failure, shame and disaster","@raudonasaule","2024-07-27T19:12:08Z","9"
"Obrzydliwy spektakl lewicowego lgbt, robienie karykatury ze chrześcijaństwa. Dno","@vandamek7044","2024-07-27T19:11:06Z","4"
"its not olympic games its lgbt propaganda","@artvinsevdalisi","2024-07-27T19:10:47Z","110"
"Netflix😂😂😂","@davidtunjic3282","2024-07-27T19:10:27Z","1"
"What a woke shitshow. Are those kids among transvestites?","@circuitdotlt","2024-07-27T19:10:19Z","3"
"❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ perfect performance 🎭","@user-df8qo6vw9h","2024-07-27T19:09:39Z","3"
"Beauty and art is foreign to you. Mocking Christianity, satanism, pedophilia (the naked man behind that young girl) etc. Wow. Complete trash.","@ora_et_labora1095","2024-07-27T19:09:08Z","4"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9830"">2:43:50</a>  imagine all the people living life in peace 😍🌍 ☮️❤","@user-dw7jy5px7h","2024-07-27T19:07:43Z","0"
"It was  amazing 👏","@jeannekaze560","2024-07-27T19:07:26Z","0"
"Everything was epic /mostly the idea of bringing the performance outside of the stadium, &quot;walking&quot; through the history of the Olympics and France/...except the &quot;cat walk&quot; and &quot;the last supper&quot;.....Really unappropriate for this ceremony!","@mayaandrovska7409","2024-07-27T19:07:16Z","0"
"AYA NAKAMURAAA!! 🫡🔥🤟🏻","@guneszorlu13","2024-07-27T19:06:19Z","1"
"trash","@EkinSercanERCIN-km5lp","2024-07-27T19:06:00Z","4"
"What a shame 🥴","@llv5531","2024-07-27T19:05:51Z","3"
"Disgusting. No words...","@etibargasimov7108","2024-07-27T19:05:17Z","9"
"Gojiraaa🤘🏼","@angel0494","2024-07-27T19:04:09Z","0"
"disgusting ritual... oh sorry .. &quot;CEREMONY&quot;","@anastasiakarabicka7488","2024-07-27T19:00:53Z","17"
"Sick and disgusting as the all west society😢","@dusicagarasanin4897","2024-07-27T18:58:30Z","4"
"Amazingly daring","@lashoes2207","2024-07-27T18:57:27Z","0"
"Sooooo...I have no idea how to react, the only and the best moment of this circus was Celine, she saved this chaos. It&#39;s only my opinion but this event was the worst of all the Olympic Games.Why do we need this propaganda of LGBT? The Olympic Games are about SPORT! SPORT! NOT about LGBT. I am so overwhelmed with this, every show is overloaded with this (Eurovision, The Olympic Games).<br>You compare lgbt people with saints and God like on the painting of Da Vinci... People what is wrong with you?!?!? Don&#39;t you think it can offend deeply religious people?","@anastasiadudik9419","2024-07-27T18:57:26Z","80"
"I started watching the opening ceremonies in 1964 in Tokyo.    This is the most terrible, boring thing, which does not set up either athletes or spectators to expect something grandiose.","@user-ur2cl5pk2p","2024-07-27T18:56:07Z","6"
"I was an atheist for 20 years, and recently I found God, but I haven&#39;t imposed my worldview or belief in God on anyone. After seeing those ugly images, I&#39;m not angry; I feel sad. I&#39;m disgusted and I don&#39;t even watch Polish volleyball players, who have a chance at Olympic gold, after those scenes. Farewell, people, and I wish you perseverance if you have the strength to watch it","@maxKKKKKKKKKKKK","2024-07-27T18:56:02Z","2"
"bearded blond woman. a creature of God?😂😂😂😢😢😢","@bakerjimy7152","2024-07-27T18:55:11Z","1"
"I am in tears watching Celine Dion","@dakotalake9084","2024-07-27T18:55:00Z","3"
"Макрон красавец 🎉","@user-hr4on2vl6b","2024-07-27T18:53:42Z","0"
"Disgusting !!!!!","@Robcsi1234","2024-07-27T18:53:32Z","4"
"Disgusting 🤮","@radoslavprycik547","2024-07-27T18:53:21Z","3"
"Кто-нибудь, опустите железный занавес, мне душно от этого повесткогого торжества!","@Mark-xd9cm","2024-07-27T18:53:08Z","5"
"ale SYF","@janekpszczoa996","2024-07-27T18:52:53Z","0"
"Beautiful and unique ceremony and its closing was so remarkable with Celine singing Hymne A L&#39;Amour WOW and that Baloon","@MC-vl2op","2024-07-27T18:52:35Z","0"
"🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷❤❤❤❤❤❤","@angelinahoussein1351","2024-07-27T18:51:54Z","0"
"This opening was the worst ever. Complete mockery of Christian religion too. It was in very poor taste. This is what you&#39;re showing children now?","@zm6947","2024-07-27T18:51:50Z","3"
"Illuminati- Angels of demons...mocking christiany","@Urantia_","2024-07-27T18:51:33Z","0"
"People, let the God be with us because there are terrible times coming, all these symbolism is served to us not without any purpose","@96satenik","2024-07-27T18:50:57Z","72"
"It rained😆","@noonesflower8102","2024-07-27T18:50:31Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7187"">1:59:47</a> <br>Free Palestine","@jjjdjvuuuixou.8","2024-07-27T18:50:00Z","3"
"france kaput","@janekpszczoa996","2024-07-27T18:48:17Z","1"
"Chore","@elaczajka1502","2024-07-27T18:48:01Z","0"
"God bless us ✝️♥️ Christians stay together and see the love and hope even here ♥️","@camellia4138","2024-07-27T18:47:35Z","26"
"Sweet Celine! All the best for you! Kisses and best wishes from Serbian nation!","@mirjanajovicic8787","2024-07-27T18:46:16Z","1"
"a complete disgrace","@cabbaratomakarato7697","2024-07-27T18:45:10Z","3"
"Does anyone know the name of the song that starts at <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=10370"">2:52:50</a> before all the flags come onto the trocadero","@savilleian","2024-07-27T18:42:24Z","0"
"Damn... Is this the celebration for the Olympics or the end of Europe??","@grigordachev6121","2024-07-27T18:42:01Z","325"
"I did a collection of the best parts of this ceremony, and here they are:<br><br><a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=14801"">4:06:41</a><br><br>I hope you enjoy it, guys 🙏🙏","@leonardoalves3942","2024-07-27T18:42:00Z","273"
"Само забравихте да покажете лодкаря дето води всичките племена в лодките кън Хадес","@Urantia_","2024-07-27T18:41:50Z","1"
"გენაცვალეთ ვაჟკაცობაში ქართველებოოო❤ მიყვარხაააართ. უფალი გფარავდეთ❤❤❤🙏","@MsSalome5","2024-07-27T18:40:56Z","1"
"Вітання народу Франції. Ви створили прекрасне шоу. Я щиро радію за вас, що ви можете святкувати, і щиро дякую вам за підтримку і допомогу. Мені дуже боляче, що в моїй прекрасній країні Україна війна. Я бачу прекрасне місто Париж, але в мене перед очима зруйновані росією українські міста і села. І росія продовжує убивати, руйнувати. Це якийсь сюрреалізм - свято спорту і війна поряд! 💛💙","@user-np4op9oq9m","2024-07-27T18:40:44Z","0"
"All support to the Russian athletes!!!","@kaiserlost5617","2024-07-27T18:40:41Z","1"
